severity	updateDate	comments	line	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-08-06T15:59:27+0700	[]	75.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_UNDERWRITER_ROLE_MESSAGING_SERVICE a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=75.0, endLine=75.0, startOffset=25.0, endOffset=69.0}	10min	AWxmLrTDR3EAuKzCsjGA	6f1b58b9f3c33ada083f68a505cf718c	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	75.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_UNDERWRITER_ROLE_MESSAGING_SERVICE"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=75.0, endLine=75.0, startOffset=25.0, endOffset=69.0}	2min	AWxmLrTDR3EAuKzCsjHa	6f1b58b9f3c33ada083f68a505cf718c	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	79.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_AMOUNT_TYPE_BASE_PREMIUM"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=79.0, endLine=79.0, startOffset=25.0, endOffset=67.0}	20min	AWxmLrTCR3EAuKzCsjEn	33006602246e7003a66ac5fa5e770e81	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	79.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_AMOUNT_TYPE_BASE_PREMIUM a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=79.0, endLine=79.0, startOffset=25.0, endOffset=67.0}	10min	AWxmLrTDR3EAuKzCsjGB	33006602246e7003a66ac5fa5e770e81	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	79.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_AMOUNT_TYPE_BASE_PREMIUM"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=79.0, endLine=79.0, startOffset=25.0, endOffset=67.0}	2min	AWxmLrTDR3EAuKzCsjHb	33006602246e7003a66ac5fa5e770e81	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	81.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_AMOUNT_TYPE_SPECIAL_PERILS_LEVY"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=81.0, endLine=81.0, startOffset=25.0, endOffset=74.0}	20min	AWxmLrTCR3EAuKzCsjEo	f5d58555e84d89d70f174da3c8e9ac16	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	81.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_AMOUNT_TYPE_SPECIAL_PERILS_LEVY a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=81.0, endLine=81.0, startOffset=25.0, endOffset=74.0}	10min	AWxmLrTDR3EAuKzCsjGC	f5d58555e84d89d70f174da3c8e9ac16	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	81.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_AMOUNT_TYPE_SPECIAL_PERILS_LEVY"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=81.0, endLine=81.0, startOffset=25.0, endOffset=74.0}	2min	AWxmLrTDR3EAuKzCsjHc	f5d58555e84d89d70f174da3c8e9ac16	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_AMOUNT_TYPE_FSL"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=25.0, endOffset=58.0}	20min	AWxmLrTCR3EAuKzCsjEp	a29ac00f85307464ea5ab8eaa1468f24	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_AMOUNT_TYPE_FSL a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=25.0, endOffset=58.0}	10min	AWxmLrTDR3EAuKzCsjGD	a29ac00f85307464ea5ab8eaa1468f24	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	82.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_AMOUNT_TYPE_FSL"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=82.0, endLine=82.0, startOffset=25.0, endOffset=58.0}	2min	AWxmLrTDR3EAuKzCsjHd	a29ac00f85307464ea5ab8eaa1468f24	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	83.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_AMOUNT_TYPE_COY_EQ"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=83.0, endLine=83.0, startOffset=25.0, endOffset=61.0}	20min	AWxmLrTCR3EAuKzCsjEq	5b92ddc601911e21e6d4fee52c2e3150	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	83.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_AMOUNT_TYPE_COY_EQ a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=83.0, endLine=83.0, startOffset=25.0, endOffset=61.0}	10min	AWxmLrTDR3EAuKzCsjGE	5b92ddc601911e21e6d4fee52c2e3150	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	83.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_AMOUNT_TYPE_COY_EQ"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=83.0, endLine=83.0, startOffset=25.0, endOffset=61.0}	2min	AWxmLrTDR3EAuKzCsjHe	5b92ddc601911e21e6d4fee52c2e3150	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	84.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_AMOUNT_TYPE_GST"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=84.0, endLine=84.0, startOffset=25.0, endOffset=58.0}	20min	AWxmLrTCR3EAuKzCsjEr	1cd0b729d5f50de99d2c8f2f2689da5b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	84.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_AMOUNT_TYPE_GST a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=84.0, endLine=84.0, startOffset=25.0, endOffset=58.0}	10min	AWxmLrTDR3EAuKzCsjGF	1cd0b729d5f50de99d2c8f2f2689da5b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	84.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_AMOUNT_TYPE_GST"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=84.0, endLine=84.0, startOffset=25.0, endOffset=58.0}	2min	AWxmLrTDR3EAuKzCsjHf	1cd0b729d5f50de99d2c8f2f2689da5b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	85.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITH_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=85.0, endLine=85.0, startOffset=25.0, endOffset=67.0}	20min	AWxmLrTCR3EAuKzCsjEs	9c7e0d4e8f276040746b793ffdf5e7f9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	85.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITH_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=85.0, endLine=85.0, startOffset=25.0, endOffset=67.0}	10min	AWxmLrTDR3EAuKzCsjGG	9c7e0d4e8f276040746b793ffdf5e7f9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	85.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITH_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=85.0, endLine=85.0, startOffset=25.0, endOffset=67.0}	2min	AWxmLrTDR3EAuKzCsjHg	9c7e0d4e8f276040746b793ffdf5e7f9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	86.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITHOUT_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=86.0, endLine=86.0, startOffset=25.0, endOffset=70.0}	20min	AWxmLrTCR3EAuKzCsjEt	9d4963a387ad40a28958c9acb6d25298	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	86.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITHOUT_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=86.0, endLine=86.0, startOffset=25.0, endOffset=70.0}	10min	AWxmLrTDR3EAuKzCsjGH	9d4963a387ad40a28958c9acb6d25298	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	86.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_COVERAGE_PREMIUM_TYPE_MD_WITHOUT_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=86.0, endLine=86.0, startOffset=25.0, endOffset=70.0}	2min	AWxmLrTER3EAuKzCsjHh	9d4963a387ad40a28958c9acb6d25298	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	87.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITH_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=87.0, endLine=87.0, startOffset=25.0, endOffset=70.0}	20min	AWxmLrTCR3EAuKzCsjEu	36e7026e5c9b14e20c4f5175656a3a07	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	87.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITH_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=87.0, endLine=87.0, startOffset=25.0, endOffset=70.0}	10min	AWxmLrTDR3EAuKzCsjGI	36e7026e5c9b14e20c4f5175656a3a07	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	87.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITH_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=87.0, endLine=87.0, startOffset=25.0, endOffset=70.0}	2min	AWxmLrTER3EAuKzCsjHi	36e7026e5c9b14e20c4f5175656a3a07	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	88.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITHOUT_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=88.0, endLine=88.0, startOffset=25.0, endOffset=73.0}	20min	AWxmLrTCR3EAuKzCsjEv	67689cdd1413971c07be2f53872416ef	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	88.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITHOUT_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=88.0, endLine=88.0, startOffset=25.0, endOffset=73.0}	10min	AWxmLrTDR3EAuKzCsjGJ	67689cdd1413971c07be2f53872416ef	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	88.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_COVERAGE_PREMIUM_TYPE_STOCK_WITHOUT_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=88.0, endLine=88.0, startOffset=25.0, endOffset=73.0}	2min	AWxmLrTER3EAuKzCsjHj	67689cdd1413971c07be2f53872416ef	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	93.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_TERM_TYPE_CURRENT"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=93.0, endLine=93.0, startOffset=25.0, endOffset=60.0}	20min	AWxmLrTCR3EAuKzCsjEy	38e787b9fa043a2814eb9c02335cd5a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	93.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_TERM_TYPE_CURRENT a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=93.0, endLine=93.0, startOffset=25.0, endOffset=60.0}	10min	AWxmLrTDR3EAuKzCsjGM	38e787b9fa043a2814eb9c02335cd5a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	93.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_TERM_TYPE_CURRENT"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=93.0, endLine=93.0, startOffset=25.0, endOffset=60.0}	2min	AWxmLrTER3EAuKzCsjHm	38e787b9fa043a2814eb9c02335cd5a6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	94.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ZERO_AMOUNT_STR"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=94.0, endLine=94.0, startOffset=25.0, endOffset=40.0}	20min	AWxmLrTCR3EAuKzCsjEz	99c7f26eebf9699655fbf3e9d5bd6668	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	94.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ZERO_AMOUNT_STR a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=94.0, endLine=94.0, startOffset=25.0, endOffset=40.0}	10min	AWxmLrTDR3EAuKzCsjGN	99c7f26eebf9699655fbf3e9d5bd6668	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	94.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ZERO_AMOUNT_STR"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=94.0, endLine=94.0, startOffset=25.0, endOffset=40.0}	2min	AWxmLrTER3EAuKzCsjHn	99c7f26eebf9699655fbf3e9d5bd6668	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	95.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_ROLE_CODE_INSURER"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=95.0, endLine=95.0, startOffset=25.0, endOffset=48.0}	20min	AWxmLrTCR3EAuKzCsjE0	eb72d61791e3b3f9950608b4c892d00f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	95.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_ROLE_CODE_INSURER a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=95.0, endLine=95.0, startOffset=25.0, endOffset=48.0}	10min	AWxmLrTDR3EAuKzCsjGO	eb72d61791e3b3f9950608b4c892d00f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	95.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_ROLE_CODE_INSURER"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=95.0, endLine=95.0, startOffset=25.0, endOffset=48.0}	2min	AWxmLrTER3EAuKzCsjHo	eb72d61791e3b3f9950608b4c892d00f	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	97.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_TERM_TYPE_CHANGE"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=97.0, endLine=97.0, startOffset=25.0, endOffset=59.0}	20min	AWxmLrTCR3EAuKzCsjE1	df44c97448cc482b095693ac4a4119e0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	97.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_TERM_TYPE_CHANGE a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=97.0, endLine=97.0, startOffset=25.0, endOffset=59.0}	10min	AWxmLrTDR3EAuKzCsjGP	df44c97448cc482b095693ac4a4119e0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	97.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_TERM_TYPE_CHANGE"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=97.0, endLine=97.0, startOffset=25.0, endOffset=59.0}	2min	AWxmLrTER3EAuKzCsjHp	df44c97448cc482b095693ac4a4119e0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	98.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_SVU_PREMIUM_TERM_TYPE_FULL_TERM"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=98.0, endLine=98.0, startOffset=25.0, endOffset=62.0}	20min	AWxmLrTCR3EAuKzCsjE2	091cae85c3b718c56e5472d11c7a12ea	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	98.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_SVU_PREMIUM_TERM_TYPE_FULL_TERM a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=98.0, endLine=98.0, startOffset=25.0, endOffset=62.0}	10min	AWxmLrTDR3EAuKzCsjGQ	091cae85c3b718c56e5472d11c7a12ea	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	98.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_SVU_PREMIUM_TERM_TYPE_FULL_TERM"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=98.0, endLine=98.0, startOffset=25.0, endOffset=62.0}	2min	AWxmLrTER3EAuKzCsjHq	091cae85c3b718c56e5472d11c7a12ea	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	99.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static INSURANCE_AMOUNT_ITEM_KEY_NOT_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=99.0, endLine=99.0, startOffset=25.0, endOffset=57.0}	20min	AWxmLrTCR3EAuKzCsjE3	155bc3fa045ac98add3feaf0a582a797	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	99.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make INSURANCE_AMOUNT_ITEM_KEY_NOT_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=99.0, endLine=99.0, startOffset=25.0, endOffset=57.0}	10min	AWxmLrTDR3EAuKzCsjGR	155bc3fa045ac98add3feaf0a582a797	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	99.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""INSURANCE_AMOUNT_ITEM_KEY_NOT_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=99.0, endLine=99.0, startOffset=25.0, endOffset=57.0}	2min	AWxmLrTER3EAuKzCsjHr	155bc3fa045ac98add3feaf0a582a797	OPEN
